Pokemon,HP,Attack,Defense,Special Attack,Special Defense,Speed,Type1,Type2,Move 1,Move 2,Move 3,Size,Weight,Skill 1,Skill 2,Skill 3,Skill 4,Skill 5,Skill 6,Skill 7,Passive 1,Passive 2,Passive 3,Passive 4,Passive 5,Passive 6,Passive 7,Proficiency 1,Proficiency 2,Proficiency 3,Proficiency 4,Proficiency 5,Proficiency 6,Proficiency 7,Proficiency 8,EggGroup1,EggGroup2,Egg Hatch Rate,Habitat 1,Habitat 2,Habitat 3,Habitat 4,Habitat 5,Diet,Rarity,Base Form,Special Form Type,Gigantamax Move,Evolves From,Legendary HP,Move 4,Move 5,Move 6,Legendary Move 1,Legendary Move 2,Legendary Move 3,Legendary Move 4,Legenadary Passive 1,Legenadary Passive 2,Legenadary Passive 3,Legendary Feature 1,Legendary Feature 2
Clauncher,30,5,6,6,6,4,Water,,Water Gun,Water Sport,Vice Grip,Small,Light,Fountain,Gilled,Swimmer,,,,,Mega Launcher,,,,,,,Water,,,,,,,"Crabhammer, Vice Grip",Water 1,Water 3,7 Days,Ocean Floors,Ocean Reefs,,,,Herbivore,Uncommon,,,,,,,,,,,,,,,,,
Clawitzer,42,7,9,12,9,6,Water,,Aura Sphere,Water Pulse,Dark Pulse,Medium,Medium,Flopper,Fountain,Gilled,Swimmer,,,,Mega Launcher,,,,,,,Water,Energy Blast,Pulse,,,,,"Crabhammer, Vice Grip",Water 1,Water 3,7 Days,Ocean Floors,Ocean Reefs,,,,Herbivore,Uncommon,,,,Clauncher,,,,,,,,,,,,,
Corphish,24,8,7,5,4,4,Water,,Bubble,Vice Grip,Double Hit,Small,Medium,Fountain,Gilled,Swimmer,,,,,Harden,Leer,Hyper Cutter,,,,,Dark,Water,Elemental Attacks I,,,,,"Crabhammer, Guillotine, Vice Grip",Water 1,Water 3,10 Days,Lakes,Ponds,Rivers,,,Omnivore,Uncommon,,,,,,,,,,,,,,,,,
Crawdaunt,36,12,9,9,6,6,Water,Dark,Night Slash,Taunt,Crabhammer,Medium,Medium,Fountain,Gilled,Swimmer,,,,,Harden,Leer,Adaptability,Shell Armor,Hyper Cutter,,,Dark,Water,Elemental Attacks I,,,,,"Crabhammer, Guillotine, Vice Grip",Water 1,Water 3,10 Days,Lakes,Ponds,Rivers,,,Omnivore,Uncommon,,,,Corphish,,,,,,,,,,,,,
Dewpider,24,4,5,4,7,3,Water,Bug,Bubble,Infestation,Spider Web,Small,Light,Climber,Fountain,Gilled,Swimmer,Threaded,,,Water Bubble,,,,,,,Bug,Water,Fangs,Parasitic,,,,"Spider Web, Sticky Web",Water 1,Bug,7 Days,Ponds,Rivers,,,,Herbivore,Uncommon,,,,,,,,,,,,,,,,,
Araquanid,42,7,9,5,13,4,Water,Bug,Bubble Beam,Crunch,Liquidation,Large,Medium,Climber,Fountain,Gilled,Swimmer,Threaded,,,Water Absorb,Water Bubble,,,,,,Bug,Water,Fangs,Parasitic,,,,"Spider Web, Sticky Web",Water 1,Bug,7 Days,Ponds,Rivers,,,,Herbivore,Uncommon,,,,Dewpider,,,,,,,,,,,,,
Ducklett,36,4,5,4,5,6,Water,Flying,Water Gun,Defog,Wing Attack,Small,Light,Flight,Fountain,Swimmer,,,,,Big Pecks,Keen Eye,,,,,,Flying,Water,Avian,Winged,,,,,Water 1,Flying,10 Days,Lakes,Ponds,,,,Herbivore,Uncommon,,,,,,,,,,,,,,,,,
Swanna,48,9,6,9,6,10,Water,Flying,Aerial Ace,Bubble Beam,Brave Bird,Medium,Medium,Flight,Fountain,Swimmer,Guster,,,,Feather Dance,Tailwind,Big Pecks,Hydration,Keen Eye,,,Flying,Water,Avian,Winged,,,,,Water 1,Flying,10 Days,Lakes,Ponds,,,,Herbivore,Uncommon,,,,Ducklett,,,,,,,,,,,,,
Feebas,12,2,2,1,6,8,Water,,Splash,Tackle,Flail,Small,Light,Flopper,Fountain,Gilled,Swimmer,,,,Oblivious,,,,,,,None,,,,,,,,Water 1,Dragon,10 Days,Lakes,Ocean,Rivers,,,Omnivore,Rare,,,,,,,,,,,,,,,,,
Milotic,60,6,8,10,13,8,Water,,Water Pulse,Recover,Hydro Pump,Large,Heavy,Fountain,Gilled,Swimmer,,,,,Coil,Swift Swim,Competitive,Cute Charm,Marvel Scale,,,Water,Elemental Attacks I,Piscian,Healer,,,,"Recover, Wrap",Water 1,Dragon,10 Days,Lakes,Ocean,Rivers,,,Omnivore,Rare,,,,Feebas,,,,,,,,,,,,,
Finneon,30,5,6,5,6,7,Water,,Pound,Water Gun,Attract,Small,Light,Fountain,Flopper,Gilled,Glow,Swimmer,,,Captivate,Swift Swim,Water Veil,,,,,Water,Elemental Attacks I,Piscian,,,,,,Water 2,-,10 Days,Ocean Abyss,Ocean,,,,Omnivore,Uncommon,,,,,,,,,,,,,,,,,
Lumineon,42,7,8,7,9,9,Water,,Whirlpool,Bounce,Silver Wind,Medium,Medium,Fountain,Flopper,Gilled,Glow,Swimmer,,,Captivate,Storm Drain,Swift Swim,Water Veil,,,,Water,Elemental Attacks I,Piscian,,,,,,Water 2,-,10 Days,Ocean Abyss,Ocean,,,,Omnivore,Uncommon,,,,Finneon,,,,,,,,,,,,,
Frillish,36,4,5,7,9,4,Water,Ghost,Bubble,Absorb,Poison Sting,Medium,Medium,Flight,Fountain,Gilled,Swimmer,Stealth,,,Cursed Body,Damp,,,,,,Ghost,Water,Elemental Attacks I,Parasitic,,,,Water Spout,Amorphous,-,10 Days,Ocean Abyss,Ocean,,,,Carnivore,Uncommon,,,,,,,,,,,,,,,,,
Jellicent,60,6,7,9,11,6,Water,Ghost,Ominous Wind,Brine,Hex,LArge,Heavy,Flight,Fountain,Gilled,Swimmer,Stealth,,,Cursed Body,Damp,Water Absorb,,,,,Ghost,Water,Elemental Attacks I,Parasitic,,,,Water Spout,Amorphous,-,10 Days,Ocean Abyss,Ocean,,,,Carnivore,Uncommon,,,,Frillish,,,,,,,,,,,,,
Goldeen,30,7,6,4,5,6,Water,,Peck,Supersonic,Horn Attack,Small,Medium,Fountain,Flopper,Gilled,Swimmer,,,,Tail Whip,Swift Swim,,,,,,Water,Elemental Attacks I,Horned,Piscian,,,,Horn Drill,Water 2,-,10 Days,Lakes,Ponds,Rivers,,,Omnivore,Uncommon,,,,,,,,,,,,,,,,,
Seaking,48,9,7,7,8,7,Water,,Waterfall,Horn Drill,Megahorn,Medium,Medium,Fountain,Flopper,Gilled,Swimmer,,,,Agility,Tail Whip,Lightning Rod,Swift Swim,Water Veil,,,Water,Elemental Attacks I,Horned,Piscian,,,,Horn Drill,Water 2,-,10 Days,Lakes,Ponds,Rivers,,,Omnivore,Uncommon,,,,Goldeen,,,,,,,,,,,,,
Krabby,18,11,9,3,3,5,Water,,Bubble,Vice Grip,Mud Shot,Small,Light,Fountain,Gilled,Swimmer,,,,,Harden,Leer,Hyper Cutter,,,,,Water,Blades/Claws,Elemental Attacks I,,,,,"Crabhammer, Guillotine, Vice Grip",Water 3,-,10 Days,Beach,Rivers,,,,Omnivore,Common,,,,,,,,,,,,,,,,,
Kingler,36,13,12,5,5,8,Water,,Metal Claw,Stomp,Crabhammer,Medium,Medium,Fountain,Gilled,Swimmer,,,,,Harden,Leer,Battle Armor,Hyper Cutter,Sheer Force,,,Water,Blades/Claws,Elemental Attacks I,,,,,"Crabhammer, Guillotine, Vice Grip",Water 3,-,10 Days,Beach,Rivers,,,,Omnivore,Common,,,G-Max Foam Burst,Krabby,,,,,,,,,,,,,
Gigantamax Kingler,180,13,12,5,5,8,Water,,Metal Claw,Stomp,Crabhammer,Large (Dynamic),Heavy (Dynamic),Fountain,Gilled,Swimmer,,,,,Harden,Leer,Battle Armor,Hyper Cutter,Sheer Force,,,Water,Blades/Claws,Elemental Attacks I,,,,,"Crabhammer, Guillotine, Vice Grip",Water 3,-,10 Days,Beach,Rivers,,,,Omnivore,Common,Kingler,Gigantamax,G-Max Foam Burst,Krabby,,,,,,,,,,,,,
Magikarp,12,1,6,2,2,8,Water,,Splash,Tackle,Flail,Small,Light,Flopper,Fountain,Gilled,Swimmer,,,,Swift Swim,,,,,,,No moves from Any,,,,,,,,Water 2,Dragon,2 Days,Lakes,Ocean,Rivers,,,Omnivore,Common,,,,,,,,,,,,,,,,,
Gyarados,60,13,8,6,10,8,Water,Flying,Bite,Ice Fang,Aqua Tail,Huge,Superweight,Fountain,Gilled,Swimmer,Hover,,,,Dragon Dance,Scary Face,Swift Swim,,,,,Dark,Dragon,Water,Elemental Attacks,Piscian,,,,Water 2,Dragon,2 Days,Lakes,Ocean,Rivers,,,Omnivore,Common,,,,Magikarp,,,,,,,,,,,,,
Mega Gyarados,60,16,11,7,13,8,Water,Dark,Bite,Ice Fang,Aqua Tail,Huge,Superweight,Fountain,Gilled,Swimmer,Hover,,,,Dragon Dance,Scary Face,Swift Swim,,,,,Dark,Dragon,Water,Elemental Attacks,Piscian,,,,Water 2,Dragon,2 Days,Lakes,Ocean,Rivers,,,Omnivore,Common,Gyarados,Mega,,Magikarp,,,,,,,,,,,,,
Mantyke,30,2,5,6,12,5,Water,Flying,Bubble,Tackle,Supersonic,Medium,Medium,Fountain,Flopper,Gilled,Swimmer,,,,Swift Swim,Water Veil,,,,,,Flying,Water,Piscian,,,,,,Water 1,-,13 Days,Ocean,,,,,Carnivore,Rare,,,,,,,,,,,,,,,,,
Mantine,54,4,7,8,14,7,Water,Flying,Water Pulse,Air Slash,Bounce,Large,Superweight,Fountain,Flight,Gilled,Swimmer,,,,Agility,Swift Swim,Water Absorb,Water Veil,,,,Flying,Water,Piscian,,,,,,Water 1,-,13 Days,Ocean,,,,,Carnivore,Rare,,,,Mantyke,,,,,,,,,,,,,
Panpour,30,5,5,5,5,6,Water,,Scratch,Lick,Water Gun,Small,Medium,Climber,Fountain,,,,,,Leer,Play Nice,Torrent,,,,,Water,Tricky,,,,,,,Field,-,10 Days,Beach,Forest,Jungle,,,Omnivore,Uncommon,,,,,,,,,,,,,,,,,
Simipour,48,10,6,10,6,10,Water,,Fury Swipes,Scald,Crunch,Medium,Medium,Climber,Fountain,,,,,,Leer,Play Nice,Prankster,Torrent,,,,Water,Tricky,,,,,,,Field,-,10 Days,Beach,Forest,Jungle,,,Omnivore,Uncommon,,,,Panpour,,,,,,,,,,,,,
Psyduck,30,5,5,7,5,6,Water,,Scratch,Water Gun,Confusion,Medium,Medium,Fountain,Swimmer,Telekinetic,,,,,Tail Whip,Damp,,,,,,Psychic,Water,,,,,,,Water 1,Field,10 Days,Beach,Lakes,Rivers,,,Omnivore,Uncommon,,,,,,,,,,,,,,,,,
Golduck,48,8,8,10,8,9,Water,,Aqua Jet,Aqua Tail,Psybeam,Medium,Heavy,Fountain,Swimmer,Telekinetic,,,,,Tail Whip,Cloud Nine,Damp,Swift Swim,,,,Psychic,Water,Weather,,,,,,Water 1,Field,10 Days,Beach,Lakes,Rivers,,,Omnivore,Uncommon,,,,Psyduck,,,,,,,,,,,,,
Remoraid,24,7,4,7,4,7,Water,,Water Gun,Psybeam,Aurora Beam,Small,Medium,Fountain,Flopper,Gilled,Swimmer,,,,Hustle,Sniper,,,,,,Water,Munition,,,,,,,Water 1,Water 2,10 Days,Ocean Floors,Ocean,,,,Carnivore,Uncommon,,,,,,,,,,,,,,,,,
Octillery,48,11,8,11,8,5,Water,,Octazooka,Signal Beam,Bullet Seed,Medium,Medium,Amorphous,Climber,Fountain,Gilled,Swimmer,,,Focus Energy,Sniper,Suction Cups,,,,,Water,Munition,,,,,,"Octolock, Octazooka",Water 1,Water 2,10 Days,Ocean Floors,Ocean,,,,Carnivore,Uncommon,,,,Remoraid,,,,,,,,,,,,,
Seel,42,5,6,5,7,5,Water,,Headbutt,Icy Wind,Encore,Medium,Heavy,Fountain,Swimmer,Freezer,,,,,Growl,Thick Fat,,,,,,Ice,Water,Horned,,,,,,Water 1,Field,10 Days,Polar,,,,,Omnivore,Uncommon,,,,,,,,,,,,,,,,,
Dewgong,54,7,8,7,10,7,Water,Ice,Sheer Cold,Aurora Beam,Aqua Tail,Medium,Heavy,Fountain,Freezer,Swimmer,,,,,Growl,Hydration,Ice Body,Thick Fat,,,,Ice,Water,Horned,,,,,Sheer Cold,Water 1,Field,10 Days,Polar,,,,,Omnivore,Uncommon,,,,Seel,,,,,,,,,,,,,
Shellder,18,7,10,5,3,4,Water,,Tackle,Water GUn,Supersonic,Small,Light,Fountain,Flopper,Gilled,Swimmer,,,,Iron Defense,Shell Armor,,,,,,Ice,Water,,,,,,"Clamp, Razor Shell, Shell Smash",Water 3,-,10 Days,Ocean Floors,Ocean Reefs,Rivers,,,Omnivore,Uncommon,,,,,,,,,,,,,,,,,
Cloyster,30,10,18,9,5,7,Water,Ice,Spike Cannon,Icicle Spear,Clamp,Medium,Heavy,Fountain,Flopper,Freezer,Gilled,Swimmer,,,Iron Defense,Overcoat,Shell Armor,Skill Link,,,,Ice,Water,Prickly,,,,,"Clamp, Razor Shell, Shell Smash",Water 3,-,10 Days,Ocean Floors,Ocean Reefs,Rivers,,,Omnivore,Uncommon,,,,Shellder,,,,,,,,,,,,,
Shellos,48,5,5,6,6,3,Water,,Mud-Slap,Water Pulse,Tackle,Small,Light,Amorphous,Climber,Fountain,Gilled,Swimmer,,,Harden,Sticky Hold,,,,,,Ground,Water,Elemental Attacks I,,,,,Recover,Water 1,Amorphous,10 Days,Beach,Ocean Reefs,,,,Herbivore,Uncommon,,,,,,,,,,,,,,,,,
Gastrodon,66,8,7,9,8,4,Water,Ground,Body Slam,Muddy Water,Recover,Medium,Medium,Amorphous,Climber,Fountain,Gilled,Swimmer,,,Harden,Sand Force,Sticky Hold,Storm Drain,,,,Ground,Water,Elemental Attacks I,,,,,Recover,Water 1,Amorphous,10 Days,Beach,Ocean Reefs,,,,Herbivore,Uncommon,,,,Shellos,,,,,,,,,,,,,
Staryu,18,5,6,7,6,9,Water,,Swift,Water Gun,Rapid Spin,Medium,Medium,Flight,Fountain,Gilled,Glow,Swimmer,,,Harden,Natural Cure,,,,,,Psychic,Water,,,,,,"Camouflage, Recover, Reflect Type",Water 3,-,10 Days,Ocean Floors,Beach,,,,Omnivore,Uncommon,,,,,,,,,,,,,,,,,
Starmie,36,8,9,10,9,12,Water,Psychic,Confuse Ray,Recover,Bubble Beam,Medium,Heavy,Flight,Fountain,Gilled,Glow,Swimmer,,,Harden,Analytic,Natural Cure,,,,,Psychic,Water,Elemental Attacks EI,Energy Blast,,,,"Camouflage, Recover, Reflect Type",Water 3,-,10 Days,Ocean Floors,Beach,,,,Omnivore,Uncommon,,,,Staryu,,,,,,,,,,,,,
Tentacool,24,4,4,5,10,7,Water,Poison,Poison Sting,Supersonic,Constrict,Medium,Medium,Fountain,Flopper,Gilled,Swimmer,,,,Clear Body,Liquid Ooze,,,,,,Poison,Water,Elemental Attacks I,,,,,"Constrict, Wrap",Water 3,-,10 Days,Ocean,Beach,,,,Carnivore,Common,,,,,,,,,,,,,,,,,
Tentacruel,48,7,7,8,12,10,Water,Poison,Water Pulse,Wrap,Poison Jab,Large,Medium,Fountain,Gilled,Swimmer,,,,,Clear Body,Liquid Ooze,Rain Dish,Screech,,,,Poison,Water,Elemental Attacks I,,,,,"Constrict, Wrap, Reflect Type",Water 3,-,10 Days,Ocean,Beach,,,,Carnivore,Common,,,,Tentacool,,,,,,,,,,,,,
Tirtouga,30,8,10,5,5,2,Water,Rock,Water Gun,Rollout,Bite,Small,Medium,Flopper,Fountain,Swimmer,,,,,Withdraw,Solid Rock,,,,,,Rock,Water,Fangs,Elemental Attacks I,,,,Shell Smash,Water 1,Water 3,10 Days,Beach,Ocean,,,,Herbivore,Rare,,,,,,,,,,,,,,,,,
Carracosta,42,11,13,8,7,3,Water,Rock,Ancient Power,Crunch,Aqua Tail,Medium,Heavy,Flopper,Fountain,Swimmer,,,,,Withdraw,Solid Rock,Sturdy,Swift Swim,,,,Rock,Water,Fangs,Elemental Attacks I,,,,"Shell Smash, Razor Shell",Water 1,Water 3,10 Days,Beach,Ocean,,,,Herbivore,Rare,,,,Tirtouga,,,,,,,,,,,,,
Wailmer,78,7,4,7,4,6,Water,,Water Gun,Rollout,Astonish,Large,Heavy,Beached,Flopper,Fountain,Swimmer,,,,Growl,Oblivious,Water Veil,,,,,Water,Stampeding,Piscian,,,,,Water Spout,Field,Water 2,20 Days,Ocean,,,,,Omnivore,Rare,,,,,,,,,,,,,,,,,
Wailord,102,9,5,9,5,6,Water,,Water Pulse,Water Spout,Bounce,Gigantic,Superweight,Beached,Flopper,Fountain,Swimmer,,,,Growl,Oblivious,Pressure,Water Veil,,,,Water,Stampeding,Piscian,,,,,Water Spout,Field,Water 2,20 Days,Ocean,,,,,Omnivore,Rare,,,,Wailmer,,,,,,,,,,,,,
Wingull,24,3,3,6,3,9,Water,Flying,Water Gun,Wing Attack,Supersonic,Small,Light,Flight,Fountain,,,,,,Growl,Keen Eye,,,,,,Flying,Water,Avian,Winged,Glutton,,,,Water 1,Flying,10 Days,Beach,Ocean,,,,Omnivore,Common,,,,,,,,,,,,,,,,,
Pelipper,36,5,10,10,7,7,Water,Flying,Water Pulse,Roost,Hydro Pump,Medium,Medium,Flight,Fountain,Guster,,,,,Growl,Tailwind,Drizzle,Keen Eye,Rain Dish,,,Flying,Water,Avian,Winged,Glutton,,,,Water 1,Flying,10 Days,Beach,Ocean,,,,Omnivore,Common,,,,Wingull,,,,,,,,,,,,,
Wooper,36,5,5,3,3,2,Water,Ground,Water Gun,Mud Shot,Slam,Small,Light,Fountain,Gilled,Swimmer,,,,,Tail Whip,Damp,,,,,,Ground,Water,Elemental Attacks I,,,,,,Water 1,Field,10 Days,Lakes,Marsh,Ponds,Rivers,,Omnivore,Uncommon,,,,,,,,,,,,,,,,,
Quagsire,60,9,9,7,7,4,Water,Ground,Mud Bomb,Muddy Water,Yawn,Medium,Heavy,Fountain,Gilled,Swimmer,,,,,Amnesia,Tail Whip,Damp,Water Absorb,,,,Ground,Water,Elemental Attacks I,,,,,,Water 1,Field,10 Days,Lakes,Marsh,Ponds,Rivers,,Omnivore,Uncommon,,,,Wooper,,,,,,,,,,,,,
Clamperl,24,6,9,6,6,3,Water,,Clamp,Water Gun,Whirlpool,Small,Medium,Fountain,Flopper,Gilled,Swimmer,,,,Iron Defense,Shell Armor,,,,,,Water,,,,,,,"Clamp, Shell Smash",Water 1,-,10 Days,Ocean Abyss,Ocean Reefs,Ocean Floors,,,Omnivore,Uncommon,,,,,,,,,,,,,,,,,
Huntail,36,10,11,9,8,5,Water,,Crunch,Water Pulse,Ice Fang,Medium,Medium,Fountain,Flopper,Gilled,Swimmer,,,,Scary Face,Screech,Swift Swim,Water Veil,,,,Water,Piscian,Dark,Fangs,,,,"Clamp, Shell Smash",Water 1,-,10 Days,Ocean Abyss,Ocean Reefs,Ocean Floors,,,Omnivore,Uncommon,,,,Clamperl,,,,,,,,,,,,,
Gorebyss,36,8,11,11,8,5,Water,,Draining Kiss,Water Pulse,Psychic,Medium,Medium,Fountain,Flopper,Gilled,Swimmer,,,,Agility,Amnesia,Hydration,Swift Swim,,,,Water,Piscian,Psychic,Parasitic,,,,"Clamp, Shell Smash",Water 1,-,10 Days,Ocean Abyss,Ocean Reefs,Ocean Floors,,,Omnivore,Uncommon,,,,Clamperl,,,,,,,,,,,,,
Slowpoke,54,7,6,4,6,2,Water,Psychic,Tackle,Water Gun,Yawn,Medium,Medium,Fountain,Swimmer,,,,,,Oblivious,Own Tempo,,,,,,Psychic,Water,,,,,,Slack Off,Monster,Water 1,10 Days,Beach,Lakes,Rivers,,,Omnivore,Uncommon,,,,,,,,,,,,,,,,,
Slowbro,60,8,11,10,8,3,Water,Psychic,Confusion,Water Pulse,Psychic,Medium,Medium,Fountain,Swimmer,Telekinetic,,,,,Amnesia,Withdraw,Oblivious,Own Tempo,Regenerator,,,Psychic,Water,Elemental Attacks,,,,,"Slack Off, Razor Shell",Monster,Water 1,10 Days,Beach,Lakes,Rivers,,,Omnivore,Uncommon,,,,Slowpoke,,,,,,,,,,,,,
Mega Slowbro,60,8,18,13,8,3,Water,Psychic,Confusion,Water Pulse,Psychic,Medium,Heavy,Fountain,Swimmer,Telekinetic,,,,,Amnesia,Withdraw,Oblivious,Own Tempo,Regenerator,Mega Shell Armor,,Psychic,Water,Elemental Attacks,,,,,"Slack Off, Razor Shell",Monster,Water 1,10 Days,Beach,Lakes,Rivers,,,Omnivore,Uncommon,Slowbro,Mega,,Slowpoke,,,,,,,,,,,,,
Slowking,60,8,8,10,11,3,Water,Psychic,Water Pulse,Swagger,Heal Pulse,Medium,Heavy,Fountain,Intelligence,Swimmer,Telekinetic,,,,Nasty Plot,Oblivious,Own Tempo,Regenerator,,,,Psychic,Water,Elemental Attacks,,,,,"Slack Off, Razor Shell",Monster,Water 1,10 Days,Beach,Lakes,Rivers,,,Omnivore,Uncommon,,,,Slowpoke,,,,,,,,,,,,,
Alomomola,102,8,8,4,5,7,Water,,Aqua Jet,Heal Pulse,Water Pulse,Medium,Medium,Beached,Flopper,Fountain,Gilled,Swimmer,,,Play Nice,Healer,Hydration,Regenerator,,,,Water,Elemental Attacks I,Healer,,,,,,Water 1,Water 2,10 Days,Ocean,,,,,Herbivore,Rare,,,,,,,,,,,,,,,,,
Arctovish,54,9,10,8,9,6,Water,Ice,Protect,Water Gun,Freeze-Dry,Large,Heavy,Fountain,Freezer,Fountain,Gilled,Swimmer,,,Ice Body,Slush Rush,Water Absorb,,,,,Ice,Water,Fangs,Piscian,,,,Fishious Rend,None,-,,Unknown,,,,,Omnivore,Rare,,,,,,,,,,,,,,,,,
Dracovish,54,9,10,7,8,8,Water,Dragon,Protect,Water Gun,Dragon Pulse,Large,Superweight,Fountain,Gilled,Swimmer,,,,,Sand Rush,Strong Jaw,Water Absorb,,,,,Dragon,Water,Fangs,,,,,Fishious Rend,None,-,,Unknown,,,,,Omnivore,Rare,,,,,,,,,,,,,,,,,
Basculin,42,9,7,8,6,10,Water,,Headbutt,Aqua Jet,Crunch,Small,Medium,Flopper,Fountain,Gilled,Swimmer,,,,Scary Face,Tail Whip,Adaptability,Mold Breaker,,,,Water,Fangs,Piscian,,,,,,Water 2,-,10 Days,Lakes,Rivers,,,,Carnivore,Uncommon,,,,,,,,,,,,,,,,,
Bruxish,42,11,7,7,7,9,Water,Psychic,Confusion,Aqua Jet,Psychic Fangs,Small,Medium,Flopper,Fountain,Gilled,Swimmer,Telekinetic,,,Screech,Dazzling,Strong Jaw,Wonder Skin,,,,Psychic,Water,Fangs,Piscian,,,,,-,-,7 Days,Ocean Reefs,,,,,Omnivore / Terravore,Uncommon,,,,,,,,,,,,,,,,,
Corsola,42,6,10,7,10,4,Water,Rock,Recover,Ancient Power,Brine,Small,Light,Fountain,Gilled,Swimmer,,,,,Iron Defense,Natural Cure,Regenerator,,,,,Rock,Water,Healer,Prickly,,,,Recover,Water 1,Water 3,10 Days,Ocean Reefs,Ocean,Beach,,,Phototroph,Common,,,,,,,,,,,,,,,,,
Lapras,78,9,8,9,10,6,Water,Ice,Sing,Ice Beam,Brine,Large,Superweight,Flopper,Fountain,Freezer,Swimmer,,,,Growl,Hydration,Shell Armor,Water Absorb,,,,Ice,Water,Elemental Attacks E,Horned,Sound,,,"Perish Song, Sheer Cold, Sparkling Aria",Monster,Water 1,25 Days,Ocean,Polar,,,,Omnivore,Rare,,,G-Max Resonance,,,,,,,,,,,,,,
Gigantamax Lapras,390,9,8,9,10,6,Water,Ice,Sing,Ice Beam,Brine,Large (Dynamic),Heavy (Dynamic),Flopper,Fountain,Freezer,Swimmer,,,,Growl,Hydration,Shell Armor,Water Absorb,,,,Ice,Water,Elemental Attacks E,Horned,Sound,,,"Perish Song, Sheer Cold, Sparkling Aria",Monster,Water 1,25 Days,Ocean,Polar,,,,Omnivore,Rare,Lapras,Gigantamax,G-Max Resonance,,,,,,,,,,,,,,
Luvdisc,24,3,6,4,7,10,Water,,Water Gun,Draining Kiss,Sweet Kiss,Small,Light,Flopper,Fountain,Gilled,Swimmer,,,,Agility,Charm,Hydration,Swift Swim,,,,Fairy,Water,Cutesy,Elemental Attacks I,,,,Heart Stamp,Water 2,-,10 Days,Ocean Reefs,Ocean,,,,Herbivore,Common,,,,,,,,,,,,,,,,,
Pyukumuku,36,6,13,3,13,1,Water,,Taunt,Recover,Toxic,Small,Featherweight,Fountain,Gilled,Reach,Swimmer,,,,Harden,Innards Out,,,,,,Poison (No attacks),Water (No attacks),Prickly (No attacks),,,,,"Purify, Recover",Water 1,-,7 Days,Beach,Ocean Floors,,,,Herbivore,Uncommon,,,,,,,,,,,,,,,,,
Qwilfish,42,10,9,6,6,9,Water,Poison,Poison Sting,Toxic Spikes,Brine,Small,Light,Flopper,Fountain,Gilled,Inflatable,Swimmer,,,Intimidate,Poison Point,Swift Swim,,,,,Poison,Water,Piscian,Prickly,,,,Minimize,Water 2,-,10 Days,Ocean,,,,,Omnivore,Uncommon,,,,,,,,,,,,,,,,,
Relicanth,60,9,13,5,7,6,Water,Rock,Ancient Power,Yawn,Double Edge,Medium,Medium,Flopper,Fountain,Gilled,Swimmer,,,,Harden,Rock Head,Sturdy,Swift Swim,,,,Rock,Water,Fangs,Piscian,,,,,Water 1,Water 2,25 Days,Cave,Ocean Abyss,,,,Omnivore,Rare,,,,,,,,,,,,,,,,,
Wishiwashi (Solo),30,2,2,3,3,4,Water,,Aqua Ring,Aqua Tail,Take Down,Tiny,Featherweight,Flopper,Fountain,Gilled,Swimmer,,,,Tearful Look,Schooling,,,,,,Water,Piscian,Stampeding,,,,,,Water 2,-,10 Days,Ocean Reefs,Ocean,,,,Herbivore,Common,,,,,,,,,,,,,,,,,
Wishiwashi (School),30,14,13,14,14,3,Water,,Aqua Ring,Aqua Tail,Take Down,Gigantic,Superweight,Flopper,Fountain,Gilled,Swimmer,,,,Tearful Look,Schooling,,,,,,Water,Piscian,Stampeding,,,,,,Water 2,-,10 Days,Ocean Reefs,Ocean,,,,Herbivore,Common,,,,,,,,,,,,,,,,,
Human,20,-,-,-,-,-,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Type: Null,60,10,10,10,10,6,Normal,,Pursuit,X-Scissor,Iron Head,Large,Heavy,Burrow,Climber,Gilled,Intelligence,Mind Lock,Strength,"Swimmer, Tracker",Metal Sound,Scary Face,Battle Armor,,,,,Melee Attacks,Moves that lower opponent’s stats temporarily,,,,,,,,,,Cave,Forest,Mountains,Urban Lab,,Omnivore,Man-made Legendary,,,,,90,,,,,,,,,,,,
Silvally,60,10,10,10,10,10,Normal,,Air Slash,Tri Attack,,Large,Heavy,Burrow,Climber,Gilled,Intelligence,Mind Lock,Strength,"Swimmer, Tracker",Metal Sound,Scary Face,Battle Armor,,,,,Melee Attacks,Moves that lower opponent’s stats temporarily,,,,,,,,,,Cave,Forest,Mountains,Urban Lab,,Omnivore,Man-made Legendary,,,,,90,,,,Multi-Attack,,,,RKS System,,,,
Magearna,48,10,12,13,12,7,Steel,Fairy,Mirror Shot,Psybeam,Aurora Beam,Large,Heavy,Telepath,,,,,,,Iron Defense,,,,,,,Fairy,Steel,Elemental Attacks,Energy Blast,,,,,,,,Mountains,Urban,Ruins,,,Ergovore,Man-made Legendary,,,,,96,Flash Cannon,Aura Sphere,,Fleur Cannon,,,,Soul-Heart,,,,
Genesect,42,12,10,12,10,10,Bug,Steel,Metal Claw,Flame Charge,Zap Cannon,Medium,Heavy,Flight,Threaded,Zapper,,,,,Agility,Metal Sound,Download,,,,,Bug,Electric,Steel,Magnetism,,,,,,,,Cave,Urban Lab,,,,Ergovore,Man-made Legendary,,,,,210,Hyper Beam,,,Techno Blast,,,,Genesis Panic,Folding Form,,,
